"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","fish_id","bin","part_type"
2672,"V332838_L2693_1_P.jpg",3218.1835,405.849,0,NA,0,0,NA,0,0,NA,0,9,7,17,18,2,NA,0,NA,NA,0,NA,410.6824,NA,NA,NA,"V332838","L2693","P"
2673,"V332838_L2693_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,403.2183,183.6627,603.0075,"V332838","L2693","P"
2674,"V332839_L2694_1_P.jpg",4288.8544,499.2971,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,5,96.7471,0,NA,NA,0,NA,597.0863,558.6842,92.7793,761.0519,"V332839","L2694","P"
2675,"V332840_L2695_1_P.jpg",NA,499.2762,0,NA,0,0,NA,0,1,104.7855,0,0,0,0,0,5,84.0536,0,NA,NA,0,189.8552,NA,NA,208.3867,760.2855,"V332840","L2695","P"
2676,"V332841_L2696_1_P.jpg",3431.545,444.0796,0,NA,0,0,NA,0,1,93.1933,0,0,0,15,14,5,128.2653,0,NA,NA,0,NA,505.747,495.0727,87.2067,748.3963,"V332841","L2696","P"
2677,"V332842_L2697_1_P.jpg",4260.9088,527.0656,0,NA,0,0,NA,0,1,67.0522,0,9,7,15,12,5,141.7604,0,NA,NA,0,NA,600.3332,771.7513,221.8829,760.1684,"V332842","L2697","P"
2678,"V332843_L2698_1_C.jpg",3195.0394,393.4524,0,NA,0,0,NA,0,1,53.4135,0,0,7,0,12,4,82.5409,0,NA,NA,0,NA,NA,412.5736,152.9706,648.0278,"V332843","L2698","C"
2679,"V332843_L2698_1_P.jpg",3230.8384,410.5551,0,NA,0,0,NA,0,1,104.9571,0,0,0,15,13,4,112.0089,0,NA,NA,0,NA,NA,NA,NA,NA,"V332843","L2698","P"
2680,"V332843_L2698_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,563.7606,485.4163,NA,637.3853,"V332843","L2698","P"
2681,"V332844_L2699_1_C.jpg",NA,451.2724,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,745.8002,"V332844","L2699","C"
2682,"V332844_L2699_1_P.jpg",3504.0205,464.2143,0,NA,0,0,NA,0,1,112.0089,0,7,7,17,12,7,75.9539,0,NA,NA,0,102.6158,NA,470.4551,178.3171,746.7289,"V332844","L2699","P"
2683,"V332845_L2700_1_P.jpg",NA,420.9852,0,NA,0,0,NA,0,1,74.6726,0,8,0,0,13,5,81.0432,0,NA,NA,0,151.1688,419.7618,399.6999,101.9804,757.8074,"V332845","L2700","P"
2684,"V332846_L2701_1_P.jpg",NA,552.5292,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,105.513,0,NA,NA,0,240.6928,596.5853,597.7458,237.1708,642.8476,"V332846","L2701","P"
2685,"V332847_L2702_1_P.jpg",2865.2654,316.5937,0,NA,0,0,NA,0,1,93.4345,0,0,0,18,12,5,102.3963,0,NA,NA,0,NA,388.4044,312.0577,88.8426,764.5469,"V332847","L2702","P"
2686,"V332848_L2703_1_P.jpg",3341.5974,NA,0,NA,0,0,NA,0,1,87.4643,0,0,0,0,0,5,102.0441,0,NA,NA,0,145.9863,515.4852,473.0877,182.5075,748.1798,"V332848","L2703","P"
2687,"V332849_L2704_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,93.1933,0,0,0,0,0,0,NA,0,NA,NA,0,NA,464.7967,616.0601,133.2216,702.5895,"V332849","L2704","P"
2688,"V332850_L2705_1_P.jpg",1605.6151,NA,0,NA,0,0,NA,0,1,42.4264,0,0,0,0,0,0,NA,0,NA,NA,0,NA,170.2939,206.7365,NA,743.1178,"V332850","L2705","P"
2689,"V332851_L2706_1_P.jpg",3535.7924,420.196,1,93.145,0,1,284.1778,0,1,84.8528,0,8,8,17,14,6,147.0918,0,NA,NA,0,NA,392.5876,478.5917,186.0967,753.3107,"V332851","L2706","P"
2690,"V332852_L2707_1_P.jpg",3737.5607,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,5,120.0666,0,NA,NA,0,NA,457.4188,535.7163,136.7041,649.4921,"V332852","L2707","P"
2691,"V332853_L2708_1_P.jpg",4616.1629,565.9939,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332853","L2708","P"
2692,"V332853_L2708_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,184.3909,0,0,0,17,12,5,136,0,NA,NA,0,118.4567,600.8261,586.597,210.2189,744.2688,"V332853","L2708","P"
2693,"V332854_L2709_1_P.jpg",NA,709.5867,0,NA,0,0,NA,0,1,88.3629,0,0,9,0,13,5,120.3329,0,NA,NA,0,296.9714,636.704,656.8044,NA,727.6483,"V332854","L2709","P"
2694,"V332855_L2710_1_P.jpg",3453.2698,443.6454,0,NA,0,0,NA,0,0,NA,0,0,8,16,10,4,80.7775,0,NA,NA,0,252.3569,444.4963,452.5925,108.4159,762.3602,"V332855","L2710","P"
2695,"V332856_L2711_1_P.jpg",NA,472.6838,0,NA,0,0,NA,0,1,83.678,0,0,0,0,0,0,NA,0,NA,NA,0,NA,339.2123,413.1404,NA,710.7215,"V332856","L2711","P"
2696,"V332857_L2712_1_C.jpg",NA,NA,0,NA,0,1,208.5809,0,1,79.2023,0,0,0,0,0,0,NA,0,NA,NA,0,270.749,484.8226,NA,NA,NA,"V332857","L2712","C"
2697,"V332857_L2712_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,774.5812,"V332857","L2712","C"
2698,"V332857_L2712_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,7,118.3765,0,NA,NA,0,NA,NA,NA,NA,NA,"V332857","L2712","C"
2699,"V332857_L2712_1_P.jpg",NA,385.4682,0,NA,0,0,NA,0,0,NA,0,0,0,18,0,0,93.4345,0,NA,NA,0,213.3378,460.1847,NA,NA,771.0525,"V332857","L2712","P"
2700,"V332858_L2713_1_P.jpg",NA,629.0111,1,243.3105,0,1,489.7183,0,1,209.8762,0,0,0,17,0,0,NA,2,609.078,NA,0,NA,808.0396,639.3246,NA,789.9873,"V332858","L2713","P"
2701,"V332860_L2715_1_P.jpg",NA,708.7535,0,NA,0,0,NA,0,0,NA,1,0,7,0,0,0,NA,0,NA,NA,0,254.0551,NA,781.3834,339.2462,784.9484,"V332860","L2715","P"
2702,"V332861_L2716_1_P.jpg",4443.9352,557.6639,0,NA,0,0,NA,0,1,127.3106,0,10,8,16,11,5,130.7823,0,NA,NA,0,245.5687,624.3332,NA,167.4754,784.6528,"V332861","L2716","P"
2703,"V332862_L2717_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,198.0909,366.0123,530.6015,NA,NA,"V332862","L2717","P"
2704,"V332862_L2717_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,768.3808,"V332862","L2717","P"
2705,"V332863_L2718_2_P.jpg",NA,533.3381,0,NA,0,0,NA,0,1,98.0612,0,9,7,0,14,5,126.4911,0,NA,NA,0,NA,599.7333,545.2486,186.7619,785.9975,"V332863","L2718","P"
2706,"V332864_L2719_1_P.jpg",4540.4493,574.2314,0,NA,0,0,NA,0,1,80.399,0,0,9,16,14,6,96.1665,0,NA,NA,0,123.4828,456.1579,625.5494,NA,NA,"V332864","L2719","P"
2707,"V332864_L2719_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,120,NA,"V332864","L2719","P"
2708,"V332864_L2719_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,753.0631,"V332864","L2719","P"
2709,"V332866_L2721_1_P.jpg",NA,506.7846,1,383.308,0,1,440.1011,0,1,161.4714,0,0,0,0,0,5,195.0231,0,NA,NA,0,NA,366,NA,NA,771.2101,"V332866","L2721","P"
2710,"V332866_L2721_2_P.jpg",NA,476.7229,0,NA,0,0,NA,0,0,NA,1,0,0,0,18,0,NA,0,NA,NA,0,803.8408,441.6877,406.133,NA,760.0105,"V332866","L2721","P"
2711,"V332867_L2722_1_P.jpg",NA,605.8035,0,NA,0,0,NA,0,1,106.827,0,0,0,0,0,4,176.4653,0,NA,NA,0,190.5886,NA,NA,NA,749.1896,"V332867","L2722","P"
2712,"V332869_L2724_1_P.jpg",NA,422.9084,1,NA,0,1,439.6089,0,1,159.7623,0,0,0,0,0,6,110.1635,2,446.7303,NA,0,702.524,380.7466,452.0973,NA,746.0107,"V332869","L2724","P"
2713,"V332870_L2725_1_P.jpg",NA,560.6797,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,228.9651,NA,NA,NA,770.4804,"V332870","L2725","P"
2714,"V332871_L2726_1_P.jpg",NA,579.7524,0,NA,0,0,NA,0,1,87.7268,0,0,0,0,0,4,110.6345,0,NA,NA,0,NA,NA,NA,NA,753.8806,"V332871","L2726","P"
2715,"V332872_L2727_1_P.jpg",NA,416.3008,0,NA,0,0,NA,0,1,107.629,0,9,8,16,13,7,102.8397,0,NA,NA,0,144.9966,463.3962,667.4728,NA,NA,"V332872","L2727","P"
2716,"V332872_L2727_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,761.5143,"V332872","L2727","P"
2717,"V332873_L2728_1_P.jpg",NA,478.1927,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,93.1933,2,408.5401,459.5487,0,804.677,450.14,557.0718,NA,780.4845,"V332873","L2728","P"
2718,"V332874_L2729_1_P.jpg",5456.1085,720.452,0,NA,1,1,408.0441,0,1,180.4993,0,9,9,15,13,0,201.2461,2,565.5617,NA,0,NA,800.1625,750.5758,196.1734,762.3779,"V332874","L2729","P"
2719,"V332875_L2730_1_P.jpg",NA,439.7607,0,NA,0,1,120.9339,0,1,88.8426,0,9,8,17,0,0,106.066,0,NA,NA,0,240.1874,NA,NA,NA,765.0941,"V332875","L2730","P"
2720,"V332876_L2731_1_P.jpg",3586.9274,391.8395,0,NA,0,0,NA,0,1,108.6646,0,0,0,0,0,0,NA,0,NA,NA,0,NA,577.0269,669.8059,96.3328,743.1178,"V332876","L2731","P"
2721,"V332877_L2732_1_P.jpg",NA,538.8504,0,NA,0,0,NA,0,0,NA,1,9,8,0,12,0,NA,0,NA,NA,0,342.0132,NA,NA,NA,756.9042,"V332877","L2732","P"
2722,"V332879_L2734_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,66.2722,0,0,0,0,0,0,135.9301,0,NA,NA,0,162.3884,NA,701.1084,NA,762.1476,"V332879","L2734","P"
2723,"V332880_L2735_1_P.jpg",NA,505.4714,1,325.5764,0,1,409.8975,0,1,192.3746,0,11,8,19,0,4,150.7846,2,523.6946,574.4006,0,NA,634.7409,545.2339,181.945,672.7615,"V332880","L2735","P"
2724,"V332881_L2736_1_P.jpg",3776.7648,446.7528,1,300.2932,0,1,411.3004,0,1,164.4384,0,10,8,19,12,6,168.7602,0,NA,NA,0,805.7096,684.9467,616.4674,121.8524,680.4234,"V332881","L2736","P"
2725,"V332882_L2737_1_P.jpg",3372.0013,NA,1,236.1631,0,1,NA,0,1,3,1,0,9,0,0,5,117.1537,2,321.0561,NA,0,672.6492,531.686,NA,130.2498,660.1704,"V332882","L2737","P"
2726,"V332890_L2745_1_P.jpg",4812.2918,581.3052,0,NA,0,0,NA,0,1,109.252,0,9,7,15,14,4,101.2719,0,NA,NA,0,188.0425,615.8052,706.9031,159.6997,748.0963,"V332890","L2745","P"
2727,"V332891_L2746_1_P.jpg",NA,553.8571,0,NA,0,0,NA,0,1,122.4418,0,8,0,0,14,6,156.4609,2,636.9929,NA,0,NA,NA,NA,NA,779.5178,"V332891","L2746","P"
2728,"V332892_L2747_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,582.4946,589.4218,0,NA,NA,NA,NA,757.552,"V332892","L2747","P"
2729,"V332893_L2748_1_C.jpg",3515.0605,434.3521,1,345.365,0,1,391.8418,0,1,120.9339,0,8,0,17,0,4,198,2,354.8126,368.402,0,NA,NA,NA,126.5701,756.0238,"V332893","L2748","C"
2730,"V332894_L2749_1_P.jpg",NA,685.0189,1,308.1039,0,1,452.5483,0,1,196.652,0,9,8,17,0,6,204.0392,2,527.4694,NA,0,1020.1255,768.8433,646.5787,NA,755.4389,"V332894","L2749","P"
2731,"V332895_L2750_1_P.jpg",NA,604.2712,1,397.7801,0,1,531.6014,0,1,110.3087,0,0,0,17,0,5,131.7953,2,NA,NA,0,NA,561.008,NA,NA,786.2061,"V332895","L2750","P"
2732,"V332896_L2751_1_P.jpg",NA,492.6756,1,361.7955,0,1,348.633,0,1,185.5398,0,0,0,18,13,5,214.0327,2,NA,404.2994,0,663.8614,NA,NA,NA,756.0119,"V332896","L2751","P"
2733,"V332897_L2752_1_P.jpg",3175.4094,417.1959,0,NA,0,0,NA,0,1,118.3765,0,0,0,17,0,4,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332897","L2752","P"
2734,"V332897_L2752_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,84.8528,0,NA,NA,0,NA,NA,NA,NA,769.3172,"V332897","L2752","P"
2735,"V332899_L2754_1_P.jpg",NA,669.781,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,140.684,812.3251,782.3043,207.5379,754.0504,"V332899","L2754","P"
2736,"V332901_L2756_1_P.jpg",4704.5051,564.9524,1,279.428,0,1,375.6807,0,1,182.1648,0,9,8,18,11,4,203.8431,2,463.6723,NA,0,668.3712,757.7335,581.4465,163.2176,772.0725,"V332901","L2756","P"
2737,"V332902_L2757_1_C.jpg",3429.6207,337.6539,0,NA,0,0,NA,0,1,93.1933,0,0,0,0,0,7,75.9539,0,NA,NA,0,NA,NA,380.2907,88.6397,757.8192,"V332902","L2757","C"
2738,"V332903_L2758_1_C.jpg",NA,508.2457,0,NA,1,1,459.0773,0,1,191.7081,0,8,8,20,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,752.6805,"V332903","L2758","C"
2739,"V332903_L2758_1_P.jpg",NA,NA,0,NA,1,1,483.7355,0,1,114.826,0,9,0,0,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,768.1465,"V332903","L2758","P"
2740,"V332904_L2759_1_P.jpg",NA,641.7817,0,NA,0,0,NA,0,1,142.6184,0,10,0,15,0,0,166.6283,0,NA,NA,0,NA,NA,NA,NA,760.9895,"V332904","L2759","P"
2741,"V332905_L2760_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,545.1917,134.3317,765.2117,"V332905","L2760","P"
2742,"V332906_L2761_1_P.jpg",5603.7109,NA,0,NA,0,0,NA,0,1,133.2216,0,10,0,0,0,0,100.5783,0,NA,NA,0,NA,583.6523,723.5226,282.7808,759.2905,"V332906","L2761","P"
2743,"V332907_L2762_1_P.jpg",4232.2287,478.2818,0,NA,0,0,NA,0,1,62.6099,0,7,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,92.0869,748.5239,"V332907","L2762","P"
2744,"V332908_L2763_1_P.jpg",NA,459.7697,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332908","L2763","P"
2745,"V332908_L2763_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,756.0106,"V332908","L2763","P"
2746,"V332909_L2764_1_P.jpg",NA,381.7623,0,NA,0,0,NA,0,1,127.4559,0,0,0,0,16,5,87,0,NA,NA,0,114.3547,443.1986,467.9327,166.3851,755.3152,"V332909","L2764","P"
2747,"V332912_L2767_1_P.jpg",NA,502.7187,0,NA,0,0,NA,0,1,115.3776,0,9,8,18,12,5,127.122,0,NA,NA,0,154.5057,604.4766,547.781,NA,755.8307,"V332912","L2767","P"
2748,"V332914_L2769_1_P.jpg",NA,540.0943,0,NA,0,1,NA,0,1,93.4345,0,0,0,0,0,0,118.3765,0,NA,NA,0,235.9343,437.3214,440.5814,NA,762.2126,"V332914","L2769","P"
2749,"V332916_L2771_1_P.jpg",3462.7486,411.4115,1,200.5517,0,1,315.7847,0,1,138.2932,0,7,7,17,13,6,114,2,329.3175,367.2397,0,631.32,481.133,377.1538,139.5564,669.3295,"V332916","L2771","P"
2750,"V332917_L2772_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,406.0985,NA,NA,NA,"V332917","L2772","P"
2751,"V332917_L2772_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,763.6387,"V332917","L2772","P"
2752,"V332918_L2773_1_P.jpg",NA,597.4361,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,630.2928,"V332918","L2773","P"
2753,"V332919_L2774_1_P.jpg",NA,NA,0,NA,1,1,435.4124,0,1,189.0608,0,0,0,0,0,0,93.3809,2,544.7789,NA,0,NA,534.5353,NA,181.0193,754.9305,"V332919","L2774","P"
2754,"V332920_L2775_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,112.2854,0,0,0,0,0,0,95.0789,0,NA,NA,0,173.5281,568.8023,NA,NA,713.2685,"V332920","L2775","P"
2755,"V332921_L2776_1_P.jpg",2580.9225,312.5015,0,NA,0,0,NA,0,1,104.0096,0,8,9,0,0,5,99.4082,0,NA,NA,0,NA,357.8449,383.8151,117.8813,789.0253,"V332921","L2776","P"
2756,"V332923_L2778_1_P.jpg",NA,442.4171,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,519.1387,411.8313,NA,749.0694,"V332923","L2778","P"
2757,"V332925_L2780_1_P.jpg",NA,635.8406,0,NA,0,0,NA,1,0,NA,1,0,7,0,0,0,NA,0,NA,NA,0,233.7884,726.7744,NA,NA,744.1512,"V332925","L2780","P"
2758,"V332926_L2781_1_C.jpg",NA,405.7624,1,286.3564,0,1,378.3385,0,1,157.0987,0,0,0,0,0,6,169.4344,2,359.8944,438.4199,0,683.1252,516.8288,432.0046,NA,736.3912,"V332926","L2781","C"
2759,"V332926_L2781_1_P.jpg",NA,445.3758,1,299.234,0,1,369,0,1,140.6165,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,157.8924,745.4562,"V332926","L2781","P"
2760,"V332927_L2782_1_P.jpg",NA,532.4017,0,NA,0,0,NA,0,1,98.7927,0,11,0,0,12,6,128.5613,0,NA,NA,0,288.555,524.9762,NA,236.9135,740,"V332927","L2782","P"
2761,"V332928_L2783_1_P.jpg",3316.8456,442.8821,0,NA,0,0,NA,0,1,101.5135,0,7,0,17,12,4,183.393,0,NA,NA,0,NA,454.6757,439.1184,NA,NA,"V332928","L2783","P"
2762,"V332928_L2783_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,80.7775,738.4937,"V332928","L2783","P"
2763,"V332929_L2784_1_P.jpg",NA,476.9611,0,NA,0,1,227.4071,0,1,164.2346,0,8,7,0,0,0,107.7079,2,154.8709,NA,0,NA,NA,NA,NA,743.8367,"V332929","L2784","P"
2764,"V332931_L2786_1_P.jpg",NA,609.9874,1,491.3502,0,1,NA,0,1,207.7811,0,10,8,0,0,0,NA,2,472.4119,480.2343,0,842.8719,NA,NA,NA,756.482,"V332931","L2786","P"
2765,"V332932_L2787_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,166.4121,483.9215,495.2272,NA,747.5721,"V332932","L2787","P"
2766,"V332933_L2788_1_P.jpg",NA,580.1226,1,392.255,0,1,506.6093,0,1,195.9209,0,0,0,0,0,0,NA,2,534.1095,NA,0,1001.991,736.9566,613.2047,NA,740.9453,"V332933","L2788","P"
2767,"V332934_L2789_1_P.jpg",NA,545.1658,0,NA,0,0,NA,0,1,24.1868,0,0,0,0,0,4,129.5222,0,NA,NA,0,NA,NA,NA,NA,753.0239,"V332934","L2789","P"
2768,"V332935_L2790_1_P.jpg",NA,645.3185,0,NA,0,0,NA,0,1,116.2755,0,11,8,19,0,0,81.5843,0,NA,NA,0,NA,NA,NA,NA,749.8053,"V332935","L2790","P"
2769,"V332936_L2791_1_P.jpg",3050.057,387.2635,0,NA,0,0,NA,0,0,NA,0,9,0,17,14,4,78.5175,0,NA,NA,0,141.0319,398.0176,425.8415,NA,740.1979,"V332936","L2791","P"
2770,"V332937_L2792_1_P.jpg",NA,449.4812,0,NA,0,0,NA,0,1,99.0454,0,8,8,17,13,5,135.5323,0,NA,NA,0,NA,NA,NA,NA,739.3463,"V332937","L2792","P"
2771,"V332938_L2793_1_P.jpg",NA,562.8596,0,NA,0,0,NA,0,1,78.7464,0,0,0,0,0,0,NA,0,NA,NA,0,291.3863,432.0417,729.8637,NA,690.2934,"V332938","L2793","P"
2772,"V332939_L2794_1_P.jpg",NA,539.6052,0,NA,0,0,NA,0,1,110.6345,0,9,0,16,12,4,160.9969,0,NA,NA,0,NA,NA,NA,NA,732.5469,"V332939","L2794","P"
2773,"V332940_L2795_1_P.jpg",NA,496.3206,1,409.695,0,1,446.8389,0,1,197.2258,0,7,0,18,13,5,219.1849,2,396.1023,NA,0,819.1978,NA,NA,NA,732.8847,"V332940","L2795","P"
2774,"V332943_L2798_1_P.jpg",NA,310.0002,0,NA,0,0,NA,0,1,103.9423,0,9,9,18,15,6,138.5208,0,NA,NA,0,102.3914,300.5329,408.0882,NA,748.2513,"V332943","L2798","P"
2775,"V332944_L2799_1_P.jpg",NA,472.6393,1,333.7664,0,1,404.9691,0,1,186.9438,0,9,10,18,0,4,148.0811,2,452.7339,NA,0,NA,NA,NA,NA,728.1566,"V332944","L2799","P"
2776,"V332946_L2801_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,184.954,236.8459,431.4255,120.0666,730.6436,"V332946","L2801","P"
2777,"V332947_L2802_1_P.jpg",NA,512.0377,1,257.8992,0,1,444.7921,0,1,220.6173,0,8,8,18,0,5,142.0422,2,472.6098,374.9773,0,783.5203,623.7564,652.9931,NA,718.7767,"V332947","L2802","P"
2778,"V332949_L2804_1_P.jpg",NA,616.3644,0,NA,1,1,444.6684,0,1,NA,0,7,0,0,0,0,NA,2,504.8921,514.0603,0,866.299,703.946,538.9323,NA,734.9694,"V332949","L2804","P"
2779,"V332950_L2805_1_P.jpg",NA,683.2538,0,NA,0,0,NA,0,1,170.552,0,0,0,0,13,5,239.3658,0,NA,NA,0,237.7562,716.7147,NA,254.2754,749.026,"V332950","L2805","P"
2780,"V332951_L2806_1_P.jpg",NA,634.9324,0,NA,0,0,NA,0,1,162.8251,0,10,8,17,11,0,159.2482,0,NA,NA,0,186.4618,NA,NA,NA,748.2887,"V332951","L2806","P"
2781,"V332952_L2807_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,237.2277,NA,NA,NA,738.6095,"V332952","L2807","P"
2782,"V332953_L2808_1_P.jpg",NA,655.2315,1,NA,0,1,652.9931,0,1,212.0377,0,0,0,0,15,7,203.2142,2,NA,NA,0,661.211,846.9144,670.4029,NA,697.3894,"V332953","L2808","P"
2783,"V332954_L2809_1_P.jpg",NA,538.9653,1,374.3635,0,1,395.6476,0,1,218.6916,0,0,0,0,0,0,NA,2,524.3825,552.269,0,924.9832,557.3545,694.4012,181.2209,999.2207,"V332954","L2809","P"
2784,"V332955_L2810_1_P.jpg",NA,484.684,0,NA,0,1,277.3337,0,1,93.1933,0,0,0,0,12,6,120,0,NA,NA,0,NA,645.3069,475.1947,NA,736.8039,"V332955","L2810","P"
2785,"V332956_L2811_1_P.jpg",NA,497.8623,0,NA,0,0,NA,0,1,113.4372,0,9,9,16,0,0,91.214,0,NA,NA,0,NA,NA,NA,NA,652,"V332956","L2811","P"
2786,"V332957_L2812_1_P.jpg",6020.392,686.2958,0,NA,0,0,NA,0,1,117.0982,0,9,9,19,10,5,169.1863,0,NA,NA,0,NA,NA,563.6453,252.7924,754.6549,"V332957","L2812","P"
2787,"V332958_L2813_1_P.jpg",4409.8526,640.282,1,388.1855,0,1,412.4852,0,1,197.5854,0,0,0,0,0,5,184.3909,2,522.9608,507.2908,0,875.3057,673.4389,667.8922,NA,734.3024,"V332958","L2813","P"
2788,"V332960_L2815_1_P.jpg",3417.4583,419.6848,0,NA,0,0,NA,0,1,92.6607,0,0,0,17,13,5,93.4345,0,NA,NA,0,NA,266.3081,476.1029,130.2498,645.1116,"V332960","L2815","P"
2789,"V332962_L2817_1_P.jpg",NA,442.0745,0,NA,0,0,NA,0,1,124.5793,0,8,0,16,0,6,119.8165,0,NA,NA,0,249.0703,NA,NA,NA,736.2853,"V332962","L2817","P"
2790,"V332963_L2818_1_P.jpg",NA,415.1583,0,NA,0,1,223.8772,0,1,108.2081,0,9,0,15,0,0,83.5703,0,NA,NA,1,NA,NA,NA,NA,720.9119,"V332963","L2818","P"
2791,"V332964_L2819_1_P.jpg",3234.4397,372.1961,0,NA,0,0,NA,0,1,110.0545,0,9,0,19,11,0,91.214,0,NA,NA,0,NA,203.8431,NA,75.1532,729.4491,"V332964","L2819","P"
2792,"V332965_L2820_1_P.jpg",NA,593.8098,0,NA,0,0,NA,0,1,103.5761,0,7,10,0,12,4,173.0665,0,NA,NA,0,175.6474,535.9179,613.9088,NA,NA,"V332965","L2820","P"
2793,"V332965_L2820_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,744.8946,"V332965","L2820","P"
2794,"V332966_L2821_1_P.jpg",4733.7309,506.2238,0,NA,0,1,232.723,0,1,NA,0,0,0,18,0,6,NA,0,NA,NA,0,159.6997,628.3184,512.3905,NA,NA,"V332966","L2821","P"
2795,"V332966_L2821_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,202.3858,730.4683,"V332966","L2821","P"
2796,"V332967_L2822_1_P.jpg",NA,633.976,1,408.7053,0,1,485.5842,0,1,200.639,0,0,0,0,0,0,NA,2,NA,NA,0,NA,861.6264,NA,NA,NA,"V332967","L2822","P"
2797,"V332967_L2822_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,668.9694,"V332967","L2822","P"
2798,"V332968_L2823_2_P.jpg",NA,345.8247,0,NA,0,0,NA,0,1,92.1954,0,0,0,0,13,4,62.0322,0,NA,NA,0,NA,366.1912,297.3214,73.7564,730.8871,"V332968","L2823","P"
2799,"V332969_L2824_1_P.jpg",3366.805,402.7062,0,NA,0,1,159.2985,0,1,76.4199,0,0,0,17,14,5,92.3472,0,NA,NA,0,145.3823,352.9306,314.5537,127.0945,743.0242,"V332969","L2824","P"
